Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"cable,comm:input/output remote,19x 0.25m cable,data/communication: input/output remote,19x 0.25mm2 cond cable:input/output remote,19 wire,0.25sq mm,cab0100,f/ icon2000 emerson 480cab4100",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"cable,elec:remote control,0.25mm2 cond,4 cable,electrical: remote control,0.25mm2 cond,4 cond cable:remote control,4 wire,0.25sq mm,cab0150,f/ icon2000 emerson 480cab4150",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"assy:thrust block assembly: thrust block assembly:thrust block,f/ biffi icon 020/180-72 actuator,type-a emerson 48002aa001",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1 x 2in,class 600 x class 150,co valve,relief: 1 x 2in,class 600 x class 150,conventional,pressure safety,raised face flange,carbon steel asme sa216 gr wcb/wcc body,                                                  metal,screwed/threaded cap,1.03-102 barg at 38 deg c,-20 to 650 deg f,api 526/527,a s m e  s e c t i o n  v i i i , b s  e n  i s o  4 1 2 6 , c e / p e d , c r o s b y , b o n net material: carbon steel asme sa216 g r wc b/ w cc ,f lo w co ef fi c ie nt : 0. 99 4k v, o ri fi c e co de :  e ,s er vi ce : hy dr oc ar bo n, se t pr es su re : 86b ar  g, tri m:  31 6/4 16 st ain les s s te el tri m valve,relief:conventional safety,1in inlet,2in outlet,e orifice,86barg,class 600,class 150,rf,cs asme sa216 gr wcb/wcc body,0.994kv,                                                  316/416 ss,1.03 to 102barg at 38deg c,hydrocarbon service,screwed cap,pig receive/l a u n c h emerson 1e2-jlt-jos-e-4-5-j",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"kit:rep,parts,volume booster,diaphragm a kit: repair,parts,volume booster,diaphragm assembly,3x o-rings,upper diaphragm,fisher kit:repair,diaphragm,volume booster,1/2in exhaust emerson r2625d12012",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"transmitter,pres:ga,inline,scalable,4-20 transmitter,pressure: gauge,inline,scalable,4-20ma output,-14.7 to 800 psig,stainless steel bracket f/ 2in pipe/panel mount,10.5-42.                                                  4dcv,stainless steel,hastelloy c276,lcd,atex,iso 15156,nace mr0175,rosemount,cable e n t r y  d e t a i l :  m 2 0  x  1 . 5 m m , c e r t i f i c a t i o n  r e f e r e n c e : intrinsically safe,communication prot oc ol : ha rt , en cl os ur e ra ti n g:  n em a  4 x ,p ro ce ss  c on ne ct io n de ta il : as se mb le  t o  3 06  i nt eg ra l m a n i f ol d m an pa rt num ber : 3 05 1s2 tg3 a3 a11 a1k b4d 1d 4i1 y2 m5p 1q4 q8q tq1 5a1 043 transmitter,pressure:gage/inline/scalable,-14.7 to 800psi,4-20ma,hart,assemble to 306 integral manifold,10.5-42.4vdc,lcd display,m20                                                   x 1.5mm,2in stainless steel pipe or panel mounting bracket,ip66/ip68,nema 4x,atex i n t r i n s i c  s a f e t y , s t a i n l e s s  s t e e l , c - 2 7 6  h emerson 3051s2tg3a3a11a1kb4d1d4i1y2m5p1q4q8qtq1%",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,1,4 wire,100 ohm detector,resistance temperature: 65,1,4 wire,100 ohm,-50 to 450 deg c,platinum element,580mm lg,316 stainless steel,atex,terminal bl                                                  ock,110mm lg,rosemount thermometer:resistance,unit,316 ss emerson 0065g21f0110n0580a1e1v11",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"transmitter,pres:ga,inline,scalable,4-20 transmitter,pressure: gauge,inline,scalable,4-20ma output,-14.7 to 4000 psig,1/2in-14 fnpt,12-42.4dc v,stainless steel,hastelloy c27                                                  6,lcd,atex,iso 15156,nace mr0175,cable entry detail: m20 x 1.5mm,certification refe r e n c e :  i n t r i n s i c a l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  hart,enclosure rating: nema 4x,ingre ss  r at in g:  i p 66 /i p6 8 ma n pa rt  n um be r:  3 0 51 s1 tg 4a 3e 11 a1 kd a2 i1 c5 m5 q4 q8 qt t1 p1 q1 5 a1 53 0 transmitter,pressure:gage/inline/scalable,-14.7 to 4000psi,4-20ma,hart,1/2in-14tpi fnpt,12-42.4vdc,lcd display,m20 x 1.5mm,ip66/ip68                                                  ,nema 4x,atex intrinsic safety,stainless steel,c-276 alloy,nace mr0175/iso 15156 emerson 3051s1tg4a3e11a1kda2i1c5m5q4q8qtt1p1q15%",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,scalable transmitter,differential pressure: coplanar,scalable,4-20ma output,-250 to 250in wc,12-42.4dc v,aluminum,316l stainless steel,lcd,at                                                  ex,iso 15156,nace mr0175,rosemount transmitter,differential pressure:316 ss/low cu all alloy,complete unit emerson 3051s3cd2a2a11a1bda2i1y2m5p1q4q8q15a1043",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,pres:ga,inline,scalable,4-20 transmitter,pressure: gauge,inline,scalable,4-20ma output,-14.7 to 4000 psig,1/2in-14 fnpt,stainless steel bracket f/ 2in pipe/panel                                                  ,12-42.4dc v,aluminum,316l stainless steel,lcd,atex transmitter,pressure:scalable ultra in-line gauge,316 ss,complete unit emerson 3051s1tg4a2e11a1bda2b4i1m5p1q4q8a1043",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"fltr,regltr:pres,1/4in fnpt,250psi max i filter,regulator: pressure,1/4in fnpt,250 psi max inlet/ 50 psi max outlet,stainless steel,panel mount,fisher,media: air/gas,soft se                                                  at,silver stripe,w/ internal relief valve and nitrile diaphragm,w/ 0 to 60 psig gau g e regulator,pressure:17.2bar inlet,0-2.3bar outlet,1/4in nptf,inconel body,w/ filter,internal relief valve,soft seat,0-60psig ga,silve                                                 r stripe emerson 67cfsr-206",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,erkin
"transmitter,diff pres:coplanar,4 to 20ma transmitter,differential pressure: coplanar,4-20ma output,-300 to 300 psi,alternate flange,10.5-42.4dcv,stainless steel,alloy 400,lc                                                  d,atex,cable entry detail: m20 x 1.5mm conduit,certification reference: intrinsical l y  s a f e , e n c l o s u r e  d e t a i l :  d u s t  p r o o f transmitter,differential pressure:-300 to 300psi,4 to 20ma output,ss,m20 x 1.5 conduit entry,atex intrinsic safety & dust,lcd displa                                                 y f/ alum housing,calibration certificate emerson 3051cd4a04a1ks5i1m5q4",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,pres:ga,inline,4-20ma output transmitter,pressure: gauge,inline,4-20ma output,-14.7 to 4000 psig,1/2in-14 fnpt,stainless steel bracket f/ 2in pipe/panel mount,10                                                  .5-42.4dcv,aluminum,316l stainless steel,lcd,atex,cable entry detail: m20 x 1.5mm,c e r t i f i c a t i o n  r e f e r e n c e :  i n t r i n s i c a l l y  s a f e , c o m m u n ication protocol: hart,enclosure deta il : du st  p ro of ,i ng re ss  r a ti ng : ip 65 /i p6 6/ ip 68 , en cl os ur e ra ti ng : ne ma  4 x, p ro ce ss  c on ne ct io n  de  t a i l: 316 l s tai nle ss ste el, sen so r f ill  f lui d: sil ico ne, wet ted  p art s m ate ria l:  31 6l sta in les ss te e l transmitter,pressure:gage/inline,-14.7 to 4000psi,4-20ma,hart,1/2in-14tpi fnpt,316l stainless steel,10.5-42.4vdc,lcd display,m20 x 1                                                  .5mm,2in stainless steel pipe or panel mounting bracket,ip65/ip66/ip68,nema 4x,atex  i n t r i n s i c  s a f e t y  a n d  d u s t , a l u m i n u m , 3 1 6 l emerson 3051tg4a2b21bi1m5q4b4",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"block:type reference: type h-100 block: type reference: type h-100 block:filter-drier,type h-100 emerson sporlantypeh-100",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv:gas chromatograph,6-port,tgp,standar valve: gas chromatograph,6-port,tgp,standard temperature valve:chromatograph,1/16in,threaded,6-port,stainless steel,ptfe seal,pneumatic,gas emerson 2-3-9207-102",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"column:measurement,c6,4min,supply measur column: measurement,daniel,c6,4min,supply measure: set column:set,4min c6+ emerson 2-3-0520-101",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"pkng:rng,5/8in,7/8in,1/4in thk,ptfe,dani packing: ring,5/8in,7/8in,1/4in thk,ptfe,daniel packing,ring:5/8 id x 7/8in od,1/4in,ptfe emerson 1-503-01-023",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"vlv,chk:2in,class 600,raised face flange valve,check: 2in,class 600,raised face flange,double door wafer,316 stainless steel astm a351 gr cf8m body,316 stainless steel astma                                                  351 gr cf8m disc,316 stainless steel spring,viton valve,check:double door wafer,2in,class 600,rf,316 ss astm a351 gr cf8m body,316 ss astm a351 gr cf8m disc,viton seat,316 ss spring,                                                 vcd 70w gulf valve mb60-6044-sr",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:control valve,rep kit: repair,control valve kit:repair,control valve,w/ 7-340-53-032 & 7-504-40-096 seat ring,(2) 7-139038 back-up ring,7-137012 o-ring,(3) 7-137013 o-ring daniel 12-421-anr-40",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:soft goods,pressure safety valve,sea kit: soft goods,pressure safety valve,seal kit,seal:soft goods,pressure safety valve tyco valves 25.9900.032",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:soft goods,pressure safety valve,sea kit: soft goods,pressure safety valve,seal kit,seal:soft goods,pressure safety valve tyco valves 25.2183.006",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"kit:soft goods,3,pentair,aval pilot kit: soft goods,3,pentair,aval pilot kit:soft good,3-part,aval pilot emerson k800679-001",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"insert:disc,12mm wd x 5.5mm thk,ss,crosb insert: disc,12mm wd x 5.5mm thk,stainless steel,crosby,grade: 316 insert:disc,ss gr 316,f/ model 9511x111a 3/4 x 1in class 150 16barg set rf pressure relief valve emerson 121391c5",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1/4in,pres,fnpt,stl body,31 barg valve,relief: 1/4in,pressure,fnpt,steel body,31 barg,pressure rating: 100 bar,range: 1.1 barg valve,relief:pressure,1/4in,31barg,100bar,fnpt,stl body,1.1barg,psv/creep tartarini prx/182 inox",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1-1/2 x 2in,class 1500 x class 3 valve,relief: 1-1/2 x 2in,class 1500 x class 300,conventional,pressure,ring joint flange x raised face flange,carbon steel asme sa21                                                  6 gr wcb/wcc body,15-6000 psig,metal,standard threaded cap,-29 to 343 deg c,asme se c t i o n  v i i i , a p i  5 2 6 / 5 2 7 , i s o  1 5 1 5 6 - 1 : 2 0 1 5 , n a c e  m r 0 1 75,ce/ped,crosby,bonnet material: carb on  s te el  a s me  s a2 16  g r wc b/ w cc ,o ri fi ce  c od e:  d ,s et  pr es su re : 22 0 ba rg ,s er vi ce : li qu id , trim : c h r ome  st eel /i nco nel  x- 750  sp ri ng valve,relief:pressure,1-1/2in,class 1500,2in,220barg,class 300,rtj inlet x rf outlet,cs asme sa352 gr lcb/lcc body,inconel x 750 spr                                                  ing,15-6000psig,thd cap,liquid service,-29 to 343deg c,asme sa216 gr wcb bonnet,nac e  l e v e l  2 emerson 1.5d2 jos-e 65rj-n2",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1 inlet x 2in outlet,pres,rf,car valve,relief: pressure,cs asme sa352 gr lcc,1in inlet,class 150,2in outlet,10barg set,rf,cf8m,hc gas service valve,relief:pressure,1in inlet,class 150,2in outlet,10barg set,rf,cs asme sa352 gr lcc body,cf8m,hc gas service tyco valves 1d2-jos-e15-l6-j-n2",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1-1/2 x 3in,class 150,pres,rf,ca valve,relief: pressure,cs asme sa216 gr wcb,12bar g set,1-1/2in,class 150,3in,rf flg,inconel x 750 spring,15-6000psig,thd cap,liquid                                                   service,-29 to 343deg c,asme sa216 gr wcb bonnet,nace level 2 valve,relief:pressure,1-1/2in,class 150,3in,12bar g set,rf flg,cs asme sa216 gr wcb body,inconel x 750 spring,15-6000psig,thd cap,li                                                 quid service,-29 to 343deg c,asme sa216 gr wcb bonnet,nace level 2 tyco valves 1.5h3jos-e15s6d-spl",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,rlf:1 x 2in,class 600 x class 150,co valve,relief: 1 x 2in,class 600 x class 150,conventional,pressure safety,raised face flange,carbon steel body,metal,threaded cap/lev                                                  er,-20 to 650 deg f,asme viii,api 526/527,bs en iso 4126,ce/ped,anderson greenwood c r o s b y , s e t  p r e s s u r e :  1 5  p s i g , s e r v i c e :  l i q u i d , o r i f ice size: 0.11sqin,o-ring seat,w/o lev er ,w it h li qu id  t ri m valve,relief:conventional pressure safety,1in inlet,class 300 x 150,2in outlet,0.110in sq orifice,15psig,rf,cs body,o-ring seat,liqu                                                 id service,w/o lever emerson 1d2-jltjos-e-4-5-j",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"vlv:slam shut off,dn50,stl,flg,class 600 valve: slam shut off,dn50,steel,flange,class 600,tartarini,pressure rating: 98.5 bar valve:slam shut off,dn50,class 600,98.5bar,flg emerson bm5/050sf-lf2-dn50",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"displacer:vert displacer: vertical,solartron mowbrey,diesel fuel sg 0.84,w/ two alarm switches 3in ansi 150lb rf flg,ip66 enclosure,zone 1 e exd ii                                                  c t6 displacer:vertical,solartron mowbrey,diesel fuel sg 0.84,w/ two alarm switches 3in ansi 150lb rf flg,ip66 enclosure,zone 1 e exd iic                                                  t6 solartron dc18ds7a2d4/60",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"meter,flow:coriolis,density,high pressur meter,flow: coriolis,density,high pressure,1/4in,fnpt,stainless steel,elite/micro motion,flange range: 0-0.0005g/cu cm,grade: 316l flowmeter:coriolis/high pressure,1/4in,0-0.0005g/cu cm,stainless steel,316l,fnpt emerson cmfs010p323n2fzeczz",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv,mnfld:1/2 x 1/4in,fnpt,monel body,93 valve,manifold: monel,1/2in fnpt,1/4in fnpt,689bar at 93deg c,1/2in fnpt1/4in plug/ bolt/ seal,5-valve em5vim-4-hp,276bar at 260degc valve,manifold:1/2in fnpt,1/4in fnpt,689bar at 93deg c,monel,1/2in fnpt,1/4in plug/ bolt/ seal,5-valve em5vim-4-hp,276bar at 260degc anderson greenwood em51vim-4",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,pres:ga,inline,scalable,4 to transmitter,pressure: gauge,inline,scalable,4 to 20ma output,-14.7 to 800psig,2in pipe/panel stainless steel bracket mount,10.5 to 4                                                  2.4dcv,aluminum,316l stainless steel,lcd,atex,rosemount,w/ 1199wdc54affw44dbb9jq15e  d i a p h r a g m  s e a l transmitter,pressure:scalable gauge,800psi,4 to 20ma output,10.5 to 30vdc input,rf flg,w/ diaphragm seal type 1199pd254affw44dbb9jte emerson 3051s2tg3a2b11a1bb4i1m5p1q4q8q15",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,pres:ga,scalable,inline,4 to transmitter,pressure: gauge,scalable,inline,4 to 20ma output,-14.7 to 4000psig,2in pipe/panel stainless steel bracket mount,10.5 to4                                                  2.4dcv,aluminum,316l stainless steel,lcd,rosemount,pressure rating: 0 to 99bar,1199 w d c 5 4 a f f w 4 4 d b b 9 j q 1 5 e  d i a p h r a g m  s e a l transmitter,pressure:scalable gauge,99bar,4 to 20ma output,10.5 to 30vdc input,rf flg,w/ diaphragm seal type 1199pd254affw44dbb9jte emerson 3051s2tg4a2b11a1bb4i1m5p1q4q8q15a1043",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:4-20ma output,-200 to 8 transmitter,temperature: 4-20ma output,-200 to 850 deg c,8-28dcv,0.1a,stainless steel,-40 to 85 deg c,atex,6mm center hole,certifica                                                  tion reference: eexia iic t5/t6,input: thermocouple/rtd,mounting type: din rail,num b e r  o f  w i r e s :  3 , w /  t e s t  k i t transmitter,temperature:-200 to 600deg c,4 to 20ma digital output,thermocouple/rtd input,3 wire,28vdc,0.1,din rail mount,eexia iic t                                                 5/t6,6mm center hole,w/ test kit baumer flextop-2202-0002",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,1,4 wire,100 ohm detector,resistance temperature: 65,1,4 wire,100 ohm,-50 to 450 deg c,platinum element,445mm lg,316 stainless steel,copper,atex,flyi                                                  ng lead,80mm lg,rosemount,certification reference: intrinsic safety approval detector,resistance temperature:pt100,single,-50 to 450deg c,100ohm,4,platinum,445mm,316 stainless steel,copper,din iec 751,atex int                                                 rinsic safety approval,w/o thermowell emerson 0065301u0080n0445a1i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"o-rng:18mm id,3mm thk,ptfe,nominal outsi o-ring: ptfe,24mm,3mm thk,18mm o-ring:18mm,3mm thk,24mm,ptfe emerson 20.e0005.000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"transmitter,pres:ga,4-20ma output,-14.7 transmitter,pressure: gauge,4-20ma output,-14.7 to 800 psig,1/2in mbspp,10.5-42.4dc v,aluminum,316l stainless steel,lcd,atex,rosemou                                                  nt,certification reference : intrinsic safety,communication protocol: hart,process c o n n e c t i o n  d e t a i l :  3 1 6 l  s t a i n l e s s  s t e e l , c a b l e  e n t ry detail: m20 x 1.5mm female,sensor fi ll  f lu id : si li co ne transmitter,pressure:gauge,14.7 to 800psi,4 to 20ma hart protocol output,g 1/2in male din 16288,316l ss,lcd display,m20 x 1.5 female                                                   cable entry,atex intrinsic safety,316l ss diaphragm,silicone fill fluid emerson 2088g3s22b2m5i1q4",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,lq lvl:ultrasonic,4-20ma out transmitter,liquid level: ultrasonic,4-20ma output,11m,2in npt,communication protocol: hart transmitter,liquid level:ultrasonic,11m,4 to 20ma hart protocol output,2in npt emerson 3105ha2f",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,scalable transmitter,differential pressure: coplanar,scalable,4-20ma output,-250 to 250in wc,10.5-42.4dc v,stainless steel,hastelloy c276,lcd                                                  ,atex,rosemount,cable entry detail: m20 x 1.5mm,certification reference: intrinsica l l y  s a f e , c o m m u n i c a t i o n  p r o t o c o l :  h a r t , h o u s i n g  s t y le: plantweb,span range: 0.035 pct transmitter,differential pressure:scalable coplanar,-250 to 250in wc,4 to 20ma hart protocol output,9 to 32vdc,classic 0.035pct span                                                   accuracy,ss plantweb housing,alloy c-276 diaphragm,m20 x 1.5 cable entry,atex intr i n s i c  s a f e t y , p l a n t  w e b  l c d  d i s p l a y emerson 3051s2cd2a3a11a1kc5i1m5p1p0q4q8",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,diff pres:coplanar,scalable transmitter,differential pressure: coplanar,scalable,4-20ma output,-300 to 300 psi,stainless steel flange bracket f/ 2in pipe/panel,                                                  10.5-42.4dc v,stainless steel,316l stainless steel,lcd,atex,iso 15156,nace mr0175,c a b l e  e n t r y  d e t a i l :  m 2 0  x  1 . 5 m m  c o n d u i t , 1 i n  a n s i  6 00 to ansi b16.5 ffw flange,pressure ratin g:  0  t o 2 0 ba rg  c al i br at io n, si ze : 0 .0 4i n i d x  2 m lg ,w / 1 19 9d dc 54 af fw 24 db b9 jt e r em ot e di a ph ra gm sea l transmitter,differential pressure:-20.7 to 20.7barg sensor,316 ss housing,conduit entry m20 x 1.5mm,remote diaphragm seal,mounting b                                                  racket f/ 2in pipe,lcd display,atex,0-20 barg calibration,diaphragm seal model 1199 , 0 . 0 4 i n  i d  x  2 m  l g  c a p i l l a r y , f f w  f l g , 1 i n  n b , a n s i  600 rf to ansi b16.5 f/ socar metering ski d, w/  d ia ph ra gm  11 99 d dc 5 4a ff w 24 db b 9j te emerson 3051s2cd4a2b12a1kb4i1m5p1q4q8q15",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:single point,4-20ma out transmitter,temperature: single point,4-20ma output,12-42.4dc v,aluminum,-40 to 85 deg c,lcd,atex,rosemount,communication protocol:h                                                  art,enclosure rating: nema 4x,w/ 0065n31j0080d0150f10i1q8r01r03r07xa sensor,certifi c a t i o n  r e f e r e n c e :  i n t r i n s i c a l l y  s a f e , m o u n t i n g  t y p e: field mount,ingress rating: ip66/ip 68 ,c ab le  e nt r y de ta il : m2 0 x 1. 5m m ,i np ut  d et ai l:  s in gl e se ns o r transmitter,temperature:single sensor input,4-20ma hart protocol,12-42.4vdc,lcd display,nema 4x,ip66/ip68,m20 x 1.5mm,field mount,at                                                  ex intrinsic safety,w/ 0065n31j0080d0150f10i1q8r01r03r07xa sensor/w/ calibration ce r t i f i c a t e emerson 3144pd2a1i1m5c4q4xa",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"transmitter,temp:10 to 150 deg c,ss,lcd transmitter,temperature: 10 to 150 deg c,stainless steel,lcd,atex,2.4ghz,50hz line voltage filter,adapter f/ black power module,cabl                                                  e entry detail: 1/2in-14 npt conduit,certification reference: intrinsically safe,co m m u n i c a t i o n  p r o t o c o l :  w i r e l e s s  h a r t , d u a l  c o m p a r t m ent,mounting type: field mount,single se ns or  i np ut ,w / om ni di r ec ti on al  w ir el es s e xt er na l an te nn a transmitter,temperature:10 to 150deg c,2.4ghz wireless hart protocol output,sgl sensor input,lcd display,dual compartment ss housing                                                  ,wireless field mount,atex intrinsic safety,1/2in-14npt conduit entry,w/ omnidirect i o n a l  w i r e l e s s  e x t e r n a l  a n t e n n a , a d a p t e r  f /  b l a c k p ower module,50hz line voltage filter,3 pt  c al ib ra t io n ce rt if ic at e, s en so r sp ec if ie d s ep ar at el y an d as se mb le d to  t ra n sm it t er ,e q4 1000  00  00 000 000 001  +  eq 22 000 000 000 000 000 1 c er tif ica te emerson 648dx1e1i1wa3wk1m5f5q4xa",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"module:plc,vibrating monitoring,input/an module: plc,vibrating monitoring,input/analog output,2 input channel,12-24dcv,4-20m output a,ip65,frequency: 3-1000hz module,plc:vibrating monitoring,2 channel input,4 to 20ma output,3 to 1000hz spm vmm-21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"detector,resist temp:65,1,4 wire,100 ohm detector,resistance temperature: 65,1,4 wire,100 ohm,-50 to 450 deg c,platinum element,475mm lg,terminal block sensor:temperature emerson 0065n21n0000n0475",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"regltr,pres:hyd,med,1/4in fnpt,316 stain regulator,pressure:hydraulic/medium,1/4in fnpt,10000psiginlet,stainless steel,316,w/ nitrile o-ring/ptfe back-up ring regulator,pressure:hydraulic/medium,1/4in fnpt,10000psiginlet,stainless steel,316,w/ nitrile o-ring/ptfe back-up ring tescom 54-2060d64-011",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"valve,rlf:pressure safety,cs,1480psi g s valve,relief: pressure safety,cs,1480psi g set,1in,class 150,2in,e orifice,15 to 6000psi g,rf,-29 to 343deg c valve,relief:pressure safety,1in,class 150,2in,e orifice,1480psi g set,15 to 6000psi g,rf,cs body,-29 to 343deg c crosby valve jltjose15j",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,gulu
"kit:spares,pneumatic actuator 79u/e/d024 kit: spares,pneumatic actuator 79u/e/d024/s,nitrile o-ring kit:spare,pneumatic actuator 79u/e/d024/s,nitrile o-ring tyco valves 71bo32",False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv:lugged,6in,carbon steel astm a216 gr valve: lugged,6in,carbon steel astm a216 gr wcc body,ring joint flange,inconel 625,rtfe,lever,hpbv fire-safe design,pressure rating:                                                   285 psi,stainless steel mesh bearing,soft goods: graphite seal,trim: stainless ste e l  a s t m  a 3 5 1  g r  c f 8 m  e n d  d i s c , t r i m :  1 7 - 4  p h  s t a i n less steel astm a564 gr 630 stem valve:6in,class 150,285psi,rtj flange,stl,cf8m/wcc tyco valves wfs150wclla1l00",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
